TOTAL,SW,EB,INST_TOT,INST_SW,INST_EB,STATE,YEAR
10586.0,6458.0,2302.0,6804.0,4568.0,1655.0,Maine,2006
10670.0,6625.0,2321.0,6436.0,4474.0,1570.0,Maryland,2006
11981.0,7255.0,2855.0,7406.0,4943.0,2100.0,Massachusetts,2006
9572.0,5378.0,2501.0,5437.0,3452.0,1587.0,Michigan,2006
9138.0,5911.0,1719.0,5891.0,4163.0,1222.0,Minnesota,2006
7221.0,4395.0,1297.0,4243.0,2977.0,843.0,Mississippi,2006
8107.0,5246.0,1315.0,4895.0,3553.0,860.0,Missouri,2006
8581.0,5033.0,1463.0,5188.0,3450.0,971.0,Montana,2006
8736.0,5184.0,1667.0,5489.0,3588.0,1183.0,Nebraska,2006
7345.0,4339.0,1463.0,4460.0,2812.0,964.0,Nevada,2006
10079.0,6024.0,2070.0,6307.0,4399.0,1517.0,New Hampshire,2006
14630.0,8773.0,3115.0,8441.0,5772.0,1963.0,New Jersey,2006
8086.0,5043.0,1466.0,4591.0,3237.0,943.0,New Mexico,2006
14884.0,8992.0,3412.0,10285.0,6799.0,2674.0,New York,2006
7388.0,4949.0,1163.0,4569.0,3394.0,784.0,North Carolina,2006
8603.0,5365.0,1471.0,5227.0,3743.0,1033.0,North Dakota,2006
9598.0,5958.0,2050.0,5425.0,3805.0,1223.0,Ohio,2006
6961.0,4029.0,1094.0,3842.0,2660.0,731.0,Oklahoma,2006
8545.0,4654.0,2191.0,4999.0,3087.0,1397.0,Oregon,2006
11028.0,6349.0,2273.0,6612.0,4424.0,1497.0,Pennsylvania,2006
11769.0,7267.0,2861.0,6856.0,4915.0,1828.0,Rhode Island,2006
8091.0,5076.0,1421.0,4698.0,3371.0,920.0,South Carolina,2006
7651.0,4593.0,1222.0,4535.0,3171.0,822.0,South Dakota,2006
6883.0,4360.0,1202.0,4454.0,3079.0,832.0,Tennessee,2006
7561.0,5094.0,858.0,4561.0,3442.0,550.0,Texas,2006
5437.0,3282.0,1341.0,3443.0,2271.0,929.0,Utah,2006
12614.0,7602.0,2539.0,7800.0,5324.0,1776.0,Vermont,2006
9447.0,6233.0,1885.0,5785.0,4140.0,1233.0,Virginia,2006
7830.0,5040.0,1447.0,4679.0,3320.0,913.0,Washington,2006
9352.0,5248.0,2752.0,5610.0,3430.0,1772.0,West Virginia,2006
9970.0,5436.0,2748.0,6084.0,3892.0,1832.0,Wisconsin,2006
11197.0,6728.0,2429.0,6629.0,4397.0,1558.0,Wyoming,2006
9666.0,5923.0,1973.0,5867.0,4003.0,1316.0,  United States,2007
8391.0,4862.0,1914.0,4911.0,3199.0,1193.0,Alabama,2007
12300.0,6472.0,3068.0,7014.0,4232.0,1969.0,Alaska,2007
7196.0,4468.0,1232.0,4102.0,2924.0,791.0,Arizona,2007
8284.0,5153.0,1338.0,4920.0,3399.0,882.0,Arkansas,2007
9152.0,5747.0,1827.0,5508.0,3735.0,1125.0,California,2007
8167.0,5229.0,1223.0,4748.0,3385.0,782.0,Colorado,2007
12979.0,7892.0,2830.0,7988.0,5550.0,1974.0,Connecticut,2007
11829.0,6679.0,2962.0,7149.0,4637.0,2067.0,Delaware,2007
14324.0,9388.0,1199.0,6226.0,5001.0,500.0,District of Columbia,2007
8514.0,5105.0,1550.0,5074.0,3234.0,944.0,Florida,2007
9127.0,5802.0,1878.0,5816.0,3991.0,1365.0,Georgia,2007
11060.0,6470.0,2322.0,6517.0,4137.0,1469.0,Hawaii,2007
6625.0,4124.0,1344.0,4066.0,2854.0,905.0,Idaho,2007
9555.0,5916.0,1689.0,5627.0,4013.0,1087.0,Illinois,2007
8938.0,5094.0,2534.0,5326.0,3425.0,1736.0,Indiana,2007
8769.0,5661.0,1724.0,5294.0,3792.0,1147.0,Iowa,2007
8988.0,5560.0,1357.0,5547.0,3694.0,901.0,Kansas,2007
8309.0,5421.0,1720.0,4926.0,3550.0,1100.0,Kentucky,2007
8928.0,5192.0,1935.0,5179.0,3480.0,1256.0,Louisiana,2007
11387.0,6702.0,2692.0,7268.0,4717.0,1955.0,Maine,2007
11724.0,7276.0,2552.0,7082.0,4896.0,1739.0,Maryland,2007
12738.0,7445.0,3177.0,7846.0,5129.0,2340.0,Massachusetts,2007
9912.0,5503.0,2617.0,5650.0,3549.0,1659.0,Michigan,2007
9539.0,6142.0,1804.0,6163.0,4329.0,1279.0,Minnesota,2007
7473.0,4513.0,1403.0,4372.0,3028.0,904.0,Mississippi,2007
8529.0,5485.0,1381.0,5174.0,3707.0,899.0,Missouri,2007
9078.0,5305.0,1562.0,5502.0,3632.0,1039.0,Montana,2007
9141.0,5494.0,1665.0,5776.0,3822.0,1190.0,Nebraska,2007
7993.0,4765.0,1608.0,4842.0,3047.0,1050.0,Nevada,2007
10723.0,6356.0,2271.0,6701.0,4648.0,1659.0,New Hampshire,2007
15691.0,9121.0,3749.0,9137.0,6011.0,2427.0,New Jersey,2007
8635.0,5254.0,1538.0,4912.0,3480.0,995.0,New Mexico,2007
15981.0,9542.0,3804.0,11042.0,7229.0,2980.0,New York,2007
7883.0,5299.0,1245.0,4935.0,3635.0,860.0,North Carolina,2007
9022.0,5594.0,1548.0,5423.0,3891.0,1079.0,North Dakota,2007
9799.0,6067.0,2140.0,5517.0,3873.0,1279.0,Ohio,2007
7420.0,4353.0,1202.0,4208.0,2906.0,816.0,Oklahoma,2007
9000.0,4885.0,2306.0,5280.0,3213.0,1465.0,Oregon,2007
11098.0,6305.0,2389.0,6608.0,4388.0,1569.0,Pennsylvania,2007
12612.0,7642.0,3210.0,7334.0,5161.0,2062.0,Rhode Island,2007
8533.0,5315.0,1523.0,4908.0,3500.0,977.0,South Carolina,2007
7944.0,4774.0,1289.0,4736.0,3297.0,870.0,South Dakota,2007
7113.0,4468.0,1267.0,4572.0,3142.0,877.0,Tennessee,2007
7818.0,5332.0,904.0,4666.0,3605.0,581.0,Texas,2007
5683.0,3423.0,1430.0,3604.0,2370.0,990.0,Utah,2007
13471.0,8001.0,2890.0,8269.0,5553.0,2011.0,Vermont,2007
10210.0,6572.0,2249.0,6248.0,4361.0,1476.0,Virginia,2007
8377.0,5298.0,1654.0,5018.0,3492.0,1048.0,Washington,2007
9611.0,5395.0,2777.0,5717.0,3504.0,1760.0,West Virginia,2007
10267.0,5542.0,2891.0,6271.0,3969.0,1940.0,Wisconsin,2007
13217.0,8127.0,2940.0,7782.0,5246.0,1861.0,Wyoming,2007
10259.0,6233.0,2133.0,6211.0,4206.0,1420.0,  United States,2008
9103.0,5154.0,2187.0,5309.0,3358.0,1365.0,Alabama,2008
14630.0,6812.0,4739.0,8523.0,4421.0,3153.0,Alaska,2008
7608.0,4672.0,1320.0,4306.0,3047.0,844.0,Arizona,2008
8541.0,5293.0,1393.0,5009.0,3454.0,906.0,Arkansas,2008
9863.0,6097.0,2022.0,5904.0,3934.0,1238.0,California,2008
9079.0,5464.0,1841.0,5286.0,3519.0,1168.0,Colorado,2008
13848.0,8275.0,3187.0,8509.0,5809.0,2210.0,Connecticut,2008
12253.0,6968.0,3028.0,7431.0,4823.0,2162.0,Delaware,2008
14594.0,9522.0,1241.0,6542.0,5162.0,561.0,District of Columbia,2008
9035.0,5394.0,1653.0,5440.0,3425.0,1010.0,Florida,2008
9788.0,6102.0,1968.0,6210.0,4182.0,1475.0,Georgia,2008
11800.0,6743.0,2365.0,7125.0,4586.0,1589.0,Hawaii,2008
6931.0,4265.0,1416.0,4229.0,2937.0,949.0,Idaho,2008
10246.0,6149.0,1949.0,6022.0,4155.0,1264.0,Illinois,2008
9036.0,5240.0,2529.0,5324.0,3518.0,1660.0,Indiana,2008
9267.0,5987.0,1826.0,5643.0,4026.0,1221.0,Iowa,2008
9667.0,5883.0,1493.0,5922.0,3889.0,980.0,Kansas,2008
8686.0,5664.0,1817.0,5139.0,3720.0,1150.0,Kentucky,2008
9954.0,5894.0,2084.0,5852.0,3965.0,1360.0,Louisiana,2008
11572.0,6745.0,2710.0,6677.0,4526.0,1842.0,Maine,2008
12966.0,8016.0,2916.0,7821.0,5376.0,1983.0,Maryland,2008
13454.0,7798.0,3444.0,8304.0,5378.0,2539.0,Massachusetts,2008
10069.0,5545.0,2598.0,5729.0,3589.0,1648.0,Michigan,2008
10140.0,6408.0,1973.0,6477.0,4507.0,1396.0,Minnesota,2008
7901.0,4767.0,1510.0,4635.0,3190.0,973.0,Mississippi,2008
9216.0,5874.0,1566.0,5559.0,3953.0,1018.0,Missouri,2008
9666.0,5650.0,1645.0,5829.0,3868.0,1097.0,Montana,2008
9577.0,5708.0,1822.0,6134.0,4026.0,1319.0,Nebraska,2008
8285.0,5037.0,1793.0,4885.0,3198.0,1151.0,Nevada,2008
11619.0,6769.0,2582.0,7269.0,4942.0,1894.0,New Hampshire,2008
16491.0,9541.0,3947.0,9546.0,6284.0,2532.0,New Jersey,2008
9068.0,5505.0,1673.0,5266.0,3663.0,1096.0,New Mexico,2008
17173.0,10134.0,4151.0,11818.0,7654.0,3245.0,New York,2008
7996.0,5431.0,1332.0,5033.0,3769.0,909.0,North Carolina,2008
9675.0,5967.0,1671.0,5816.0,4155.0,1173.0,North Dakota,2008
10173.0,6277.0,2221.0,5706.0,4003.0,1329.0,Ohio,2008
7685.0,4479.0,1281.0,4322.0,2968.0,862.0,Oklahoma,2008
9558.0,5173.0,2487.0,5564.0,3374.0,1581.0,Oregon,2008
12035.0,6822.0,2632.0,7134.0,4738.0,1732.0,Pennsylvania,2008
13539.0,8050.0,3626.0,7857.0,5436.0,2323.0,Rhode Island,2008
9170.0,5623.0,1669.0,5209.0,3703.0,1066.0,South Carolina,2008
8367.0,5012.0,1354.0,5014.0,3453.0,915.0,South Dakota,2008
7739.0,4821.0,1390.0,4889.0,3351.0,953.0,Tennessee,2008
8320.0,5697.0,975.0,4986.0,3871.0,633.0,Texas,2008
5765.0,3475.0,1448.0,3718.0,2429.0,1014.0,Utah,2008
14300.0,8476.0,3028.0,8737.0,5879.0,2096.0,Vermont,2008
10659.0,6805.0,2427.0,6498.0,4506.0,1598.0,Virginia,2008
9099.0,5686.0,1797.0,5398.0,3715.0,1123.0,Washington,2008
9852.0,5565.0,2775.0,5920.0,3661.0,1777.0,West Virginia,2008
10680.0,5734.0,2995.0,6475.0,4100.0,1976.0,Wisconsin,2008
13840.0,8585.0,3061.0,8185.0,5573.0,1944.0,Wyoming,2008
10499.0,6433.0,2263.0,6369.0,4333.0,1452.0,  United States,2009
8870.0,5109.0,2142.0,5142.0,3326.0,1335.0,Alabama,2009
15552.0,7257.0,4959.0,8675.0,4637.0,3026.0,Alaska,2009
7813.0,4766.0,1373.0,4376.0,3105.0,880.0,Arizona,2009
8712.0,5390.0,1412.0,5089.0,3516.0,921.0,Arkansas,2009
9657.0,6092.0,1976.0,5776.0,3942.0,1201.0,California,2009
8718.0,5653.0,1326.0,5047.0,3641.0,841.0,Colorado,2009
14531.0,8595.0,3381.0,8872.0,6017.0,2328.0,Connecticut,2009
12257.0,6918.0,3021.0,7475.0,4843.0,2144.0,Delaware,2009
16408.0,10708.0,1289.0,7460.0,6321.0,685.0,District of Columbia,2009
8760.0,5263.0,1649.0,5293.0,3357.0,1011.0,Florida,2009
9650.0,6318.0,1679.0,6052.0,4322.0,1238.0,Georgia,2009
12399.0,7067.0,2780.0,7813.0,4839.0,1911.0,Hawaii,2009
7092.0,4388.0,1466.0,4320.0,3019.0,981.0,Idaho,2009
10835.0,6415.0,3983.0,6330.0,4338.0,1421.0,Illinois,2009
9369.0,5428.0,2565.0,5389.0,3627.0,1595.0,Indiana,2009
9707.0,6306.0,1909.0,5977.0,4278.0,1281.0,Iowa,2009
9951.0,6100.0,1603.0,6128.0,4044.0,1055.0,Kansas,2009
8756.0,5683.0,1871.0,5178.0,3730.0,1179.0,Kentucky,2009
10533.0,6288.0,2163.0,6114.0,4183.0,1397.0,Louisiana,2009
12304.0,7187.0,2923.0,7059.0,4802.0,1979.0,Maine,2009
13449.0,8312.0,3117.0,8177.0,5589.0,2118.0,Maryland,2009
14118.0,8120.0,3702.0,8737.0,5020.0,2732.0,Massachusetts,2009
10483.0,5958.0,2807.0,6057.0,3875.0,1794.0,Michigan,2009
11098.0,6632.0,2713.0,7242.0,4669.0,1960.0,Minnesota,2009
8075.0,4882.0,1542.0,4719.0,3243.0,990.0,Mississippi,2009
9529.0,6085.0,1678.0,5759.0,4082.0,1094.0,Missouri,2009
10059.0,5859.0,1715.0,6043.0,4013.0,1143.0,Montana,2009
10045.0,5980.0,1895.0,6460.0,4240.0,1380.0,Nebraska,2009
8422.0,5133.0,1917.0,4979.0,3302.0,1215.0,Nevada,2009
11932.0,6946.0,2646.0,7434.0,5060.0,1938.0,New Hampshire,2009
16271.0,9900.0,3570.0,9337.0,6504.0,2192.0,New Jersey,2009
9439.0,5719.0,1805.0,5498.0,3786.0,1176.0,New Mexico,2009
18126.0,10704.0,4444.0,12524.0,8070.0,3474.0,New York,2009
8587.0,5751.0,1428.0,5470.0,3976.0,973.0,North Carolina,2009
10151.0,6258.0,1809.0,6126.0,4357.0,1276.0,North Dakota,2009
10560.0,6479.0,2300.0,5940.0,4129.0,1372.0,Ohio,2009
7885.0,4537.0,1354.0,4401.0,2989.0,907.0,Oklahoma,2009
9805.0,5354.0,2644.0,5690.0,3468.0,1669.0,Oregon,2009
12512.0,7232.0,2531.0,7516.0,5035.0,1730.0,Pennsylvania,2009
13707.0,8209.0,3585.0,7906.0,5530.0,2278.0,Rhode Island,2009
9277.0,5833.0,1732.0,5330.0,3831.0,1096.0,South Carolina,2009
8507.0,5097.0,1399.0,5097.0,3499.0,940.0,South Dakota,2009
7897.0,4947.0,1440.0,4954.0,3421.0,986.0,Tennessee,2009
8540.0,5867.0,1005.0,5142.0,3989.0,654.0,Texas,2009
6356.0,3854.0,1594.0,4075.0,2682.0,1109.0,Utah,2009
15175.0,9009.0,3178.0,9184.0,6190.0,2179.0,Vermont,2009
10930.0,7033.0,2452.0,6630.0,4645.0,1598.0,Virginia,2009
9550.0,5976.0,2036.0,5775.0,3915.0,1295.0,Washington,2009
10367.0,5850.0,2939.0,6241.0,3847.0,1897.0,West Virginia,2009
11078.0,5957.0,3140.0,6756.0,4266.0,2074.0,Wisconsin,2009
14573.0,9002.0,3235.0,8565.0,5799.0,2033.0,Wyoming,2009
10600.0,6468.0,2255.0,6465.0,4376.0,1502.0,  United States,2010
8881.0,5128.0,2131.0,5205.0,3375.0,1333.0,Alabama,2010
15783.0,7729.0,5791.0,8773.0,4877.0,2923.0,Alaska,2010
7848.0,4902.0,1252.0,4381.0,3138.0,801.0,Arizona,2010
9143.0,5517.0,1522.0,5301.0,3584.0,981.0,Arkansas,2010
9375.0,5840.0,2014.0,5643.0,3811.0,1232.0,California,2010
8853.0,5738.0,1372.0,5117.0,3686.0,872.0,Colorado,2010
14906.0,8865.0,3489.0,9273.0,6260.0,2431.0,Connecticut,2010
12383.0,6944.0,3035.0,7621.0,4894.0,2154.0,Delaware,2010
18667.0,12221.0,1514.0,8394.0,7074.0,814.0,District of Columbia,2010
8741.0,5130.0,1648.0,5279.0,3254.0,1003.0,Florida,2010
9394.0,6064.0,1796.0,5872.0,4124.0,1348.0,Georgia,2010
11754.0,6497.0,2627.0,7335.0,4509.0,1802.0,Hawaii,2010
7106.0,4397.0,1500.0,4349.0,3034.0,1005.0,Idaho,2010
11634.0,6708.0,2821.0,6920.0,4546.0,1865.0,Illinois,2010
9611.0,5555.0,2696.0,5594.0,3725.0,1683.0,Indiana,2010
9763.0,6340.0,1958.0,6046.0,4298.0,1314.0,Iowa,2010
9715.0,5983.0,1612.0,6016.0,3994.0,1078.0,Kansas,2010
8948.0,5732.0,1981.0,5319.0,3765.0,1243.0,Kentucky,2010
10638.0,6319.0,2283.0,6232.0,4191.0,1470.0,Louisiana,2010
12259.0,7293.0,2931.0,7202.0,4867.0,1999.0,Maine,2010
13738.0,8340.0,3327.0,8427.0,5622.0,2289.0,Maryland,2010
13590.0,8219.0,3097.0,8320.0,5692.0,2223.0,Massachusetts,2010
10644.0,5980.0,2879.0,6206.0,3923.0,1859.0,Michigan,2010
10685.0,6700.0,2278.0,7082.0,4760.0,1635.0,Minnesota,2010
8119.0,4949.0,1550.0,4754.0,3280.0,995.0,Mississippi,2010
9634.0,6140.0,1741.0,5836.0,4116.0,1129.0,Missouri,2010
10497.0,6102.0,1826.0,6322.0,4180.0,1217.0,Montana,2010
10734.0,6365.0,2073.0,7085.0,4566.0,1523.0,Nebraska,2010
8483.0,5221.0,1908.0,4995.0,3360.0,1212.0,Nevada,2010
12383.0,7152.0,2866.0,7789.0,5222.0,2110.0,New Hampshire,2010
16841.0,10244.0,3834.0,9740.0,6704.0,2325.0,New Jersey,2010
9384.0,5679.0,1794.0,5434.0,3748.0,1149.0,New Mexico,2010
18618.0,10895.0,4658.0,12984.0,8277.0,3688.0,New York,2010
8409.0,5550.0,1469.0,5288.0,3790.0,988.0,North Carolina,2010
10991.0,6622.0,1964.0,6604.0,4602.0,1388.0,North Dakota,2010
11030.0,6806.0,2484.0,6171.0,4340.0,1473.0,Ohio,2010
7896.0,4572.0,1383.0,4438.0,3001.0,925.0,Oklahoma,2010
9624.0,5318.0,2550.0,5608.0,3458.0,1611.0,Oregon,2010
12995.0,7517.0,2688.0,7904.0,5236.0,1837.0,Pennsylvania,2010
13699.0,8258.0,3526.0,7980.0,5592.0,2369.0,Rhode Island,2010
9143.0,5660.0,1716.0,5237.0,3721.0,1090.0,South Carolina,2010
8858.0,5294.0,1468.0,5336.0,3642.0,992.0,South Dakota,2010
8065.0,5009.0,1495.0,5079.0,3456.0,1033.0,Tennessee,2010
8746.0,5991.0,1035.0,5307.0,4080.0,679.0,Texas,2010
6064.0,3694.0,1551.0,3861.0,2566.0,1075.0,Utah,2010
15274.0,9168.0,3214.0,9254.0,6283.0,2191.0,Vermont,2010
10597.0,6893.0,2292.0,6463.0,4559.0,1487.0,Virginia,2010
9452.0,5965.0,1923.0,5735.0,3923.0,1222.0,Washington,2010
11527.0,5911.0,3837.0,7019.0,3855.0,2513.0,West Virginia,2010
11364.0,6168.0,3282.0,6931.0,4337.0,2160.0,Wisconsin,2010
15169.0,9323.0,3477.0,8959.0,5995.0,2186.0,Wyoming,2010
